Obs,Date,Time,AnimalID,Action,Recipient,Response ,Actor2,Actor3,Recip2,Recip3,Context ,Erection,Intromission,Ejaculation ,Notes,Prox_10M_AF,Prox_10M_All,Thrust_Number,IOR
SE,13/05/2019,10:17:13,3X8,Mount,1K1,NA,,,,,T,NA,NA,NA,Above tail,6,15,6,0
SE,13/05/2019,10:27:40,8J3,Aggression,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:27:55,7K4,Aggression,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:28:26,9EE3,Aggression,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:30:00,7G1,Submission,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:33:45,9EE3,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:33:59,9V0,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,10:58:11,3U7,Mount,9V0,NA,,,,,F,Erection,NoIntro,NoEjac,9V0 grabbing his penis and trying to direct it to his anus. ,1,9,7+,0
SE,13/05/2019,10:59:35,9V0,Submission,32Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,12:26:54,0I9,Submission,4K7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,12:44:52,3X8,Mount,1K1,Grm,,,,,CoaggObs,NA,NA,NA,Above tail,11,20,7+,0
SE,13/05/2019,12:45:59,3X8,Mount,1K1,Grm,,,,,Grm,NA,NA,NA,"Above tail
Walked away and mounted",11,20,4,0
SE,13/05/2019,12:46:50,5U1,SelfStim,,NA,,,,,R,Erection,NA,NoEjac,,7,17,NA,0
SE,13/05/2019,12:47:12,61R,Erection,,NA,,,,,R,Erection,NA,NoEjac,,7,17,NA,0
SE,13/05/2019,12:49:05,3X8,Mount,1K1,NA,,,,,T,NA,NA,NA,"Above tail
Walked away and mounted",11,20,4,0
SE,13/05/2019,12:49:48,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,"Above tail
Rec lip smacking",11,20,4,0
SE,13/05/2019,12:52:17,8V6,Submission,5J7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,13/05/2019,12:55:28,3X8,Mount,1K1,NA,,,,,F,NA,NA,NA,"Above tail
Rec lip smacking",12,20,7+,0
SE,13/05/2019,12:55:54,3X8,Mount,1K1,NA,,,,,F,NA,NA,NA,"Above tail
Rec lip smacking",12,20,4,0
SE,14/05/2019,07:27:05,8U5,Mount,5W6,NA,,,,,R,Erection,NoIntro,NoEjac,"5W6 lip smacking at me and presenting hind - 8U5 saw and came over to mount him. 
5W6 trying to thread his dick in. ",0,2,7+,0
SE,14/05/2019,08:02:28,4G8,Submission,5K8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:16:53,0C7,Aggression,5K8,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:17:34,4U9,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:21:15,5U1,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:31:57,7S9,Submission,3M8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:43:41,8K1,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:46:00,6EE6,Submission,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,08:48:03,4U0,Submission,3P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,09:49:51,8U5,Submission,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,09:51:25,8U5,Aggression,0I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:03:10,1F2,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:04:36,8V2,Submission,2K6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:10:09,8C3,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:25:38,5U1,Aggression,4K7,IgnoreRefusal,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:29:51,5J7,Submission,6P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:32:57,6P9,Submission,4G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:41:49,2N8,Submission,8C3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,10:48:02,2N8,Mount,4U0,NA,,,,,F,UN,UN,NoEjac,4U0 was drinking ,1,11,3,0
SE,14/05/2019,12:52:05,6K5,Submission,6B8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,12:57:25,8V2,Aggression,5K8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,13:05:05,81O,Aggression,0H8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,13:07:18,81O,Mount,FUN,NA,,,,,CoaggObs,UN,UN,NoEjac,,2,8,3,0
SE,14/05/2019,13:08:45,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,1,9,2,0
SE,14/05/2019,13:10:00,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,3,8,3,0
SE,14/05/2019,13:11:51,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,1,6,2,0
SE,14/05/2019,13:12:51,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,1,6,4,0
SE,14/05/2019,13:14:01,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,2,9,5,0
SE,14/05/2019,13:15:13,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,2,9,5,0
SE,14/05/2019,13:18:13,AH2,Mount,FUN,Grm,,,,,NA,NoErection,NoIntro,NoEjac,,3,9,5,0
SE,14/05/2019,13:21:09,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,4,14,4,0
SE,14/05/2019,13:26:05,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,0,4,2,0
SE,14/05/2019,13:27:19,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,0,4,4,0
SE,14/05/2019,13:29:24,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,2,7,2,0
SE,14/05/2019,13:30:15,,Erection,FUN,NA,,,,,Grm,Erection,NA,NoEjac,FUN is 2G3,2,7,NA,0
SE,14/05/2019,13:31:19,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,2,7,4,0
SE,14/05/2019,13:32:15,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,2,7,4,0
SE,14/05/2019,13:33:40,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,3,8,4,0
SE,14/05/2019,13:34:37,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,3,8,5,0
SE,14/05/2019,13:35:17,81O,Aggression,5K8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,14/05/2019,13:37:47,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,2,6,5,0
SE,14/05/2019,13:38:51,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,2,6,7+,0
SE,14/05/2019,13:40:16,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,FUN is 2I3,3,9,7+,0
SE,14/05/2019,13:42:43,81O,Mount,FUN,NA,,,,,R,Erection,Intro,Ejac,FUN is 2I3,3,9,7+,0
SE,15/05/2019,07:37:33,19T,Aggression,8V2,NA,1F2,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,07:38:47,19T,Aggression,32Z,NA,1F2,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,07:39:14,19T,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,07:39:26,1F2,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,07:44:20,5K8,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,07:57:21,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,Above tail,UN,9,4,0
SE,15/05/2019,08:15:00,MUN,Mount,8R6,NA,,,,,UN,UN,UN,UN,"Was too far away and by the time I got there, they had split and walked away. 
Two males close by, 7G1 closest (~10m away) and then 2D0 (~20m away). Guess would be 7G1. ",4,9,UN,0
SE,15/05/2019,08:22:18,7G1,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,08:24:26,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,3,5,5,0
SE,15/05/2019,08:36:36,7G1,Aggression,8A7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,08:42:35,81O,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,CoAgg at 8J3,15+,20,5,0
SE,15/05/2019,08:44:24,81O,Aggression,4K7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,08:44:40,4K7,Aggression,9EE3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,08:53:54,4K7,Aggression,5W6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,08:54:52,5W6,Aggression,4K7,IgnoreRefusal,FUN,,FUN,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,09:17:43,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,0,4,4,0
SE,15/05/2019,09:23:12,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,1,3,2,0
SE,15/05/2019,09:27:53,3M2,Submission,2K6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,09:32:08,33T,Mount,FUN,NA,,,,,T,UN,UN,NoEjac,Grabs hips,9,20,0,0
SE,15/05/2019,09:34:17,93R,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,09:37:35,,No Value,,NA,,,,,NA,NA,NA,NA,5W6 licking/sucking on 0I4 balls. 0I4 standing and 5W6 standing behind him with his ball in mouth. ,NA,NA,NA,0
SE,15/05/2019,09:47:34,4EE2,Submission,93R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,09:58:27,3U3,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,10:01:52,5B0,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,10:15:49,5W6,Submission,8K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,10:16:04,2N2,Submission,8K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,10:17:34,8V2,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,15/05/2019,10:22:02,8U5,Mount,8V3,NA,,,,,R,UN,UN,NoEjac,FUN chased them apart,5,16,0,0
SE,15/05/2019,10:22:55,8U5,Mount,8V3,NA,,,,,T,UN,UN,NoEjac,,5,16,4,0
SE,15/05/2019,10:33:06,61R,Mount,FUN,Grm,,,,,CoaggObs,UN,NoIntro,NoEjac,,1,5,0,0
SE,15/05/2019,10:52:32,33T,Mount,FUN,Grm,,,,,CoAgg,UN,NoIntro,NoEjac,,5,9,0,0
SE,15/05/2019,11:04:33,8U5,Submission,3P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,NA,NA,MUN,Mount,8R6,NA,,,,,UN,Erection,UN,Ejac,This is a spermplug observation. The original spermplug is logged as 'spermplug' in action. This has been done for analysis counts,NA,NA,NA,0
JC,13/05/2019,07:43:12,76Z,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:49:05,4O5,Aggression,97V,NA,,,,,NA,NA,NA,NA,97v Has big injury ,NA,NA,NA,0
JC,13/05/2019,07:49:42,6J3,Aggression,4O5,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:51:13,4U2,Submission,3M9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:52:12,3I3,Aggression,96Z,NA,3M9,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:52:46,3I3,Mount,6J3,NA,,,,,Agg,NoErection,NoIntro,NoEjac,"6j3 fear grin
After big chase of 96z
3i3 offers butt for reciprocal but 6j3 too scared
",0,4,1,0
JC,13/05/2019,07:54:07,76Z,Aggression,6J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:54:18,6J3,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,07:55:31,96Z,Aggression,4O5,NA,76Z,6J3,,,NA,NA,NA,NA,"96z wants to regain street feed. He starts a mass chase on 4o5

Actors include 
9c8 
7j0 
6j3
76z
2m3
All involved
Lots of phnd but no one mounts ",NA,NA,NA,0
JC,13/05/2019,08:11:13,8S8,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,08:19:44,8R4,Submission,6H9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,08:20:13,4D3,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,08:56:33,7H9,Aggression,3K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,08:59:12,5G2,Aggression,3K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:14:03,4V6,Aggression,0R3,NA,4S4,,,,NA,NA,NA,NA,Also 9o9 help,NA,NA,NA,0
JC,13/05/2019,09:16:44,9O9,Aggression,MUN,NA,9R5,,,,NA,NA,NA,NA,Intergroup ,NA,NA,NA,0
JC,13/05/2019,09:24:28,4U2,Aggression,2J6,IgnoreRefusal,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:29:48,9O9,Submission,7J0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:34:48,7S3,Aggression,76Z,IgnoreRefusal,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:35:34,5P8,Aggression,7S3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:35:48,5P8,Aggression,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:36:55,7G9,Submission,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:37:46,7Q8,Aggression,8D6,IgnoreRefusal,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:40:24,4N3,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:41:37,4N3,Aggression,7J0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:57:11,4I8,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,09:57:32,7G9,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,10:27:07,7G9,Aggression,6H9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,12:58:15,5K5,Aggression,9O9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,13:01:19,4S4,Mount,9O9,Grm,,,,,R,Erection,UN,NoEjac,,0,4,4,0
JC,13/05/2019,13:06:59,3L7,No Value,,NA,,,,,NA,NA,NA,NA,Carry vv infant. Protect threatens others ,NA,NA,NA,0
JC,13/05/2019,13:08:57,6V1,Aggression,7H9,IgnoreRefusal,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,13:09:58,5G2,Aggression,7H9,NA,25L,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,13/05/2019,13:10:29,25L,Mount,5G2,Grm,,,,,CoAgg,Erection,Intro,NoEjac,,1,4,7+,0
JC,14/05/2019,07:28:48,3T4,Mount,JVMUN,NA,,,,,T,UN,UN,NoEjac,"Group border
3t is non group but jv is r",NA,NA,2,0
JC,14/05/2019,07:29:06,JVMUN,Mount,JVMUN,NA,,,,,Play,UN,UN,NoEjac,,NA,NA,3,0
JC,14/05/2019,07:42:04,7H9,Aggression,3K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,07:42:36,3K4,Aggression,30L,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,07:46:39,5S5,Mount,8S8,NA,,,,,CoAgg,2Erection,NoIntro,NoEjac,Inter group agg,3,13,2,0
JC,14/05/2019,07:58:30,8S8,Submission,4I8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:06:17,5Q4,Submission,5EE1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:06:50,5EE1,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:08:21,3K4,Aggression,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:43:54,8D6,Aggression,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:44:04,4N3,Submission,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,08:45:54,6H9,Aggression,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,09:02:10,5P8,Aggression,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,09:05:06,25L,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,09:48:17,8D6,Submission,4L9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,09:54:03,4S4,Submission,7G9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,10:22:12,7J0,Aggression,0R3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,10:35:16,96Z,Aggression,4I8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,10:43:21,8R0,Submission,5EE1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,10:46:53,3R8,Submission,7H9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,12:57:50,AF5,Aggression,INFANT,NA,,,,,R,Erection,UN,NoEjac,,NA,NA,4,0
JC,14/05/2019,13:15:00,7D2,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,13:29:43,5L1,SelfStim,,NA,,,,,R,NA,NA,NoEjac,,NA,NA,NA,0
JC,14/05/2019,13:45:16,4S4,Aggression,SAMUN,IgnoreRefusal,4V6,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,14/05/2019,13:45:34,4S4,Aggression,4V6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,07:41:03,1M1,Aggression,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,07:52:07,7D2,Mount,5S5,NA,,,,,R,NoErection,NoIntro,NoEjac,,3,12,0,0
JC,15/05/2019,07:53:54,96Z,Aggression,5S5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,07:54:17,88T,Mount,76Z,NA,,,,,Agg,NoErection,NoIntro,NoEjac,,0,4,1,0
JC,15/05/2019,07:54:46,76Z,Submission,88T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,07:54:55,96Z,Submission,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,07:59:39,7D2,Aggression,3L7,NA,,,,,NA,NA,NA,NA,He is vv carrying infant ,NA,NA,NA,0
JC,15/05/2019,08:00:01,88T,Mount,INFANT,Grm,,,,,R,UN,UN,NoEjac,,NA,NA,1,0
JC,15/05/2019,08:09:17,2J6,Submission,88T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:10:38,8R0,Submission,7A2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:10:59,5Q4,Aggression,30L,NA,4T5,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:14:35,88T,Submission,25L,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:18:50,7J0,Aggression,4O5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:22:44,1M1,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:41:56,7Q8,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:45:26,3R8,Submission,9C8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:46:01,3R8,Aggression,MUN,NA,5R1,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:53:23,9C8,Submission,25L,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:55:07,25L,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:55:25,96Z,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:56:29,7D2,Aggression,7J0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:56:40,7D2,Aggression,2M3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,08:56:50,7J0,Aggression,5R1,IgnoreRefusal,,,3V7,,NA,NA,NA,NA,7d2 disrupts argument ,NA,NA,NA,0
JC,15/05/2019,09:22:38,6H9,Aggression,4N3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,09:56:09,8R0,SelfStim,5EE1,NA,,,,,Grm,NA,NA,NoEjac,,NA,NA,NA,0
JC,15/05/2019,10:25:09,8S8,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,10:25:20,8D6,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,10:41:03,9O9,Submission,4I8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,15/05/2019,10:43:28,1M1,Aggression,3M9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,07:32:59,6W7,Mount,8V5,NA,,,,,UN,Erection,NoIntro,NoEjac,,0,9,5,0
SE,16/05/2019,07:47:16,AH0,Mount,2N0,NA,,,,,Play,Erection,NoIntro,NoEjac,They were playing then 2N0 ran a bit and presented behind. ,0,2,4,0
SE,16/05/2019,07:56:51,7S9,SelfStim,,NA,,,,,R,Erection,NA,NoEjac,,0,2,NA,0
SE,16/05/2019,08:02:06,32Z,Submission,04T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:02:16,32Z,Mount,04T,NA,,,,,Agg,UN,UN,NoEjac,O4T presents behind after 32Z fear grinned and flinched ,1,3,3,0
SE,16/05/2019,08:09:21,7G1,Aggression,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:20:02,5U6,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,15+,20,3,0
SE,16/05/2019,08:20:45,8V8,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,15+,20,7+,0
SE,16/05/2019,08:20:47,5U6,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,15+,20,7+,0
SE,16/05/2019,08:20:50,5U6,Mount,FUN,NA,,,,,T,UN,UN,NoEjac,,15+,20,7+,0
SE,16/05/2019,08:21:25,5U6,Mount,FUN,Grm,,,,,Aff,UN,UN,Ejac,FUN is 3U0,15+,20,7+,0
SE,16/05/2019,08:25:07,5U6,Submission,3P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:25:50,4G8,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:32:19,6EE6,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:34:00,3U3,Mount,FUN,NA,,,,,F,UN,UN,NoEjac,,15+,20,2,0
SE,16/05/2019,08:36:22,8V6,Aggression,4K7,IgnoreRefusal,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:50:56,12O,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,08:55:33,7G1,Submission,6B8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:07:04,4U0,Submission,33T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:16:55,7G1,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:18:28,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,Not sure if above or below tail,8,17,2,0
SE,16/05/2019,09:19:34,JVMUN,Mount,JVMUN,NA,,,,,Play,UN,UN,NoEjac,,10,18,3,0
SE,16/05/2019,09:19:52,JVMUN,Mount,JVMUN,NA,,,,,Reciprocal,Erection,UN,NoEjac,,10,18,1,0
SE,16/05/2019,09:22:42,7K4,Aggression,8R6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:23:41,3P6,Submission,36V,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:23:58,36V,Aggression,0I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:24:07,0I9,Aggression,3P6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,09:30:11,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,Lip smacking and above tail,5,11,4,0
SE,16/05/2019,09:30:54,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,5,11,4,0
SE,16/05/2019,09:31:58,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,5,13,7+,0
SE,16/05/2019,10:08:48,5U1,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,10:11:25,3U3,Mount,FUN,NA,,,,,R,UN,UN,NoEjac,,2,6,0,0
SE,16/05/2019,10:33:28,8V2,SelfStim,FUN,NA,,,,,Grm,Erection,NA,NoEjac,,3,10,NA,0
SE,16/05/2019,10:34:36,8V2,Submission,4G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,10:38:35,6I9,Submission,19T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
