Obs,Date,Time,AnimalID,Action,Recipient,Response ,Actor2,Actor3,Recip2,Recip3,Context ,Erection,Intromission,Ejaculation ,Notes,Prox_10M_AF,Prox_10M_All,Thrust_Number,IOR
SE,16/05/2019,10:39:30,32Z,Aggression,8V2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,10:39:50,32Z,Submission,8K1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,10:42:05,6I9,Submission,8C3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,12:20:58,3U1,Erection,,NA,,,,,CoaggObs,Erection,NA,NA,,0,1,1,0
SE,16/05/2019,12:47:01,8N5,Submission,4K7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,12:49:07,4K7,Aggression,0I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,13:03:45,0C7,Aggression,04T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,13:10:10,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,FUN is 2I3,1,3,1,0
SE,16/05/2019,13:11:39,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,NoIntro,NoEjac,FUN is 2I3,1,2,0,0
SE,16/05/2019,13:13:20,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,NoIntro,NoEjac,FUN is 2I3,0,3,0,0
SE,16/05/2019,13:15:52,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,FUN is 2I3,1,5,4,0
SE,16/05/2019,13:18:47,1U9,Submission,9K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,13:36:12,6U2,SelfStim,FUN,NA,,,,,NA,Erection,NA,NoEjac,,6,11,NA,0
SE,16/05/2019,13:49:04,3M8,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,16/05/2019,13:55:47,1S4,Mount,4U0,NA,,,,,Aff,UN,UN,NoEjac,,0,7,4,0
SE,16/05/2019,13:58:47,4U9,Mount,5U1,NA,,,,,T,UN,UN,NoEjac,,0,7,4,0
SE,20/05/2019,07:49:43,9M5,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,07:53:13,8V6,Submission,5K8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,07:55:33,5W6,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,08:10:57,JVMUN,Mount,JVFUN,NA,,,,,UN,UN,UN,NoEjac,,7,17,3,0
SE,20/05/2019,08:31:49,0G8,Submission,9K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,08:34:38,SAMUN,Mount,3P6,NA,,,,,UN,UN,UN,UN,Seen by Danny,UN,UN,UN,0
SE,20/05/2019,08:43:08,8V7,Submission,8M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,08:43:22,2K6,Aggression,8M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,08:57:12,9V0,Aggression,8R6,NA,8V9,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,09:42:55,6K5,Aggression,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,10:34:32,0J4,Aggression,3U1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,10:45:42,8V2,Submission,3M2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,10:49:06,0P9,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,10:57:37,2N8,Aggression,4U0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,12:17:24,6W7,Submission,5J7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,12:34:11,5U2,Mount,JVMUN,NA,,,,,Play,Erection,UN,NoEjac,,3,8,1,0
SE,20/05/2019,12:35:25,5U2,Mount,JVMUN,NA,,,,,R,Erection,UN,NoEjac,,3,8,0,0
SE,20/05/2019,12:53:38,7P0,Erection,3P6,NA,,,,,Grm,Erection,NA,NoEjac,,0,0,NA,0
SE,20/05/2019,13:05:13,5K8,Erection,FUN,NA,,,,,Grm,Erection,NA,NoEjac,,2,6,NA,0
SE,20/05/2019,13:14:01,07D,Submission,1EE5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,20/05/2019,13:47:47,0J4,Erection,FUN,NA,,,,,Grm,Erection,NA,NoEjac,,2,10,NA,0
SE,20/05/2019,13:49:59,96B,Submission,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,07:52:42,,No Value,,NA,,,,,NA,NA,NA,NA,"8V7 Grasps hips of 3U6, coaggobs and unknown erection. ",NA,NA,NA,0
SE,21/05/2019,08:03:15,3U6,Submission,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,08:05:37,4G8,Submission,8C3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,08:06:02,7K4,Aggression,3M2,IgnoreRefusal,,,,,NA,NA,NA,NA,7K4 came to his face but kissed and no twitching or fear grin,NA,NA,NA,0
SE,21/05/2019,08:06:53,4G8,Submission,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,08:25:43,8V3,Mount,JVMUN,NA,,,,,F,UN,UN,NoEjac,,0,1,4,0
SE,21/05/2019,08:47:45,8J3,Aggression,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,08:52:35,1S4,Aggression,1R8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,08:53:21,4R8,Submission,8K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:03:44,8R6,Submission,19T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:03:56,8R6,Aggression,1U9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:09:46,4G8,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:10:03,4G8,Submission,19T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:20:58,3U3,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:21:12,4U9,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:28:05,2N2,Submission,8K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,09:33:20,4K7,Aggression,5P4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,10:21:33,6W0,Mount,INFANT,NA,,,,,F,Erection,UN,NoEjac,Male infant,0,2,3,0
SE,21/05/2019,10:27:27,8V7,Mount,JVFUN,NA,,,,,R,UN,UN,NoEjac,,0,2,5,0
SE,21/05/2019,10:29:00,4EE2,Mount,8V7,Grm,,,,,Agg,UN,UN,NoEjac,"Agg? Walked over to 8V7 and 3U6, 3U6 ran off and 8V7 presents hind. ",0,1,5,0
SE,21/05/2019,10:30:10,8V7,Mount,JVFUN,NA,,,,,Grm,Erection,UN,NoEjac,8V7 was grooming 4EE2,0,1,5,0
SE,21/05/2019,10:30:15,4EE2,Mount,8V7,Grm,,,,,R,RErection,UN,NoEjac,Starting daisy chain with 8V7 mounting JVFUN - stopped soon after this mount started. ,1,1,6,0
SE,21/05/2019,10:39:02,8U5,Aggression,3U6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,10:52:04,,No Value,,NA,,,,,NA,NA,NA,NA,8J3 holding an infant - resting with 0H8. ,NA,NA,NA,0
SE,21/05/2019,10:59:25,61R,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,4,10,7+,0
SE,21/05/2019,11:01:04,61R,Mount,FUN,Grm,,,,,Aff,Erection,Intro,Ejac,,4,9,7+,0
SE,21/05/2019,12:30:29,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,3,0
SE,21/05/2019,12:30:59,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,5,0
SE,21/05/2019,12:32:09,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,5,0
SE,21/05/2019,12:32:55,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,5,0
SE,21/05/2019,12:35:30,3X8,Mount,1K1,NA,,,,,CoaggObs,NA,NA,NA,above tail,4,13,3,0
SE,21/05/2019,12:35:37,3X8,Mount,1K1,NA,,,,,CoaggObs,NA,NA,NA,above tail,4,13,4,0
SE,21/05/2019,12:35:50,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,6,0
SE,21/05/2019,12:37:12,3X8,Mount,1K1,NA,,,,,R,NA,NA,NA,above tail,4,13,4,0
SE,21/05/2019,12:42:07,9R6,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,13:05:04,7S9,Submission,8O5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,13:12:39,6K5,Erection,8C3,NA,,,,,Grm,Erection,NA,NoEjac,,0,3,NA,0
SE,21/05/2019,13:35:04,5W6,Mount,7V9,NA,,,,,CoaggObs,UN,UN,NoEjac,,0,1,1,0
SE,21/05/2019,13:35:06,6W7,Aggression,5W6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,21/05/2019,13:35:07,,No Value,,NA,,,,,NA,NA,NA,NA,"6W7 Grabs 7V9  hips, no erection. 6W7 agg at 5W6 who was mounting 7V9 beforehand. ",NA,NA,NA,0
SE,21/05/2019,13:42:44,4U0,Aggression,7V9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,07:45:48,3M2,Submission,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,07:47:56,0H8,Aggression,3M2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,08:10:58,61R,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,7,17,3,0
SE,22/05/2019,08:12:26,61R,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,7,15,3,0
SE,22/05/2019,08:14:14,61R,Mount,FUN,Grm,,,,,Aff,Erection,Intro,NoEjac,,9,18,2,0
SE,22/05/2019,08:16:13,61R,Mount,FUN,Grm,,,,,Grm,Erection,Intro,NoEjac,,9,18,4,0
SE,22/05/2019,08:17:55,61R,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,12,20,5,0
SE,22/05/2019,08:20:04,61R,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,12,20,6,0
SE,22/05/2019,08:22:18,61R,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,10,20,7+,0
SE,22/05/2019,08:23:36,61R,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,Using me as an excuse to mount,10,20,7+,0
SE,22/05/2019,08:25:17,61R,Mount,FUN,Grm,,,,,Aff,Erection,Intro,NoEjac,,10,20,6,0
SE,22/05/2019,08:27:25,61R,Mount,FUN,Grm,,,,,Aff,Erection,Intro,NoEjac,,10,20,7+,0
SE,22/05/2019,08:28:50,61R,Mount,FUN,Grm,,,,,CoaggObs,Erection,Intro,NoEjac,,10,20,7+,0
SE,22/05/2019,08:30:09,61R,Mount,FUN,Grm,,,,,Grm,Erection,Intro,NoEjac,,4,9,7+,0
SE,22/05/2019,08:31:26,61R,Mount,FUN,Grm,,,,,Grm,Erection,Intro,NoEjac,,4,9,7+,0
SE,22/05/2019,08:32:22,61R,Mount,FUN,NA,,,,,Grm,Erection,Intro,Ejac,,4,9,7+,0
SE,22/05/2019,08:39:30,8J3,Mount,FUN,NA,,,,,Agg,UN,UN,NoEjac,Agg at 7G1,1,4,4,0
SE,22/05/2019,08:43:29,9EE3,Aggression,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,08:47:09,6B8,Aggression,7P0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,08:47:27,3M2,No Value,7P0,NA,8V2,,,,NA,NA,NA,NA,May have made the most of 6B8 agg previously,NA,NA,NA,0
SE,22/05/2019,08:49:36,2N0,Aggression,8O5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,09:10:01,12O,Mount,FUN,NA,,,,,F,UN,UN,NoEjac,,15+,20,4,0
SE,22/05/2019,09:11:38,5K8,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,09:19:04,5K8,Aggression,7S9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,09:44:44,6EE6,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,09:50:30,6EE6,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,10:08:07,5K8,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/05/2019,10:34:59,8J3,Mount,FUN,NA,,,,,Agg,Erection,UN,NoEjac,Agg at 7G1 then chased apart from 33T,6,14,6,0
SE,22/05/2019,10:37:17,9EE3,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,07:47:53,7G1,Submission,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,07:49:03,3U7,Erection,FUN,NA,,,,,Grm,Erection,NA,NoEjac,,5,14,NA,0
SE,24/05/2019,07:52:01,4G8,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:01:19,,No Value,,NA,,,,,NA,NA,NA,NA,5K8 holding baby again - see photos,NA,NA,NA,0
SE,24/05/2019,08:06:49,93R,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:08:46,12O,Mount,8J3,NA,,,,,T,UN,UN,NoEjac,Bad angle to see erection or not ,15+,20,5,0
SE,24/05/2019,08:09:38,,No Value,,NA,,,,,NA,NA,NA,NA,8J3 carrying baby again,NA,NA,NA,0
SE,24/05/2019,08:25:51,4U9,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:26:46,4K7,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:27:02,6K5,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:43:06,4K7,Submission,0J4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,08:59:30,5J7,Submission,6R3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,09:07:02,8R6,Aggression,3P6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,09:07:51,7G1,Mount,8V9,NA,,,,,R,Erection,UN,NoEjac,"Sitting and I think feeding and then 7G1 walked to 8V9 who presents behind. Mounts but no thrust and had an ERECTION!
No idea is 8V9 had erection, he's a bit shy so ran off a couple of metres. ",10,20,0,0
SE,24/05/2019,09:18:34,3U6,Submission,1EE5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,09:33:43,3X8,Mount,1K1,NA,,,,,F,NA,NA,NA,above tail,4,8,3,0
SE,24/05/2019,09:50:12,36V,Aggression,3I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,10:19:55,33T,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,24/05/2019,10:20:30,1K1,Mount,3X8,NA,,,,,Grm,NA,NA,NA,Below tail,4,10,4,0
SE,24/05/2019,10:57:48,4R8,Submission,2N8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,07:35:18,9K9,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,07:37:15,2K6,Submission,0I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,07:37:37,AH9,Mount,6B8,NA,,,,,T,UN,UN,NoEjac,,8,20,6,0
SE,28/05/2019,07:50:03,5K8,Aggression,04T,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,07:58:15,5U1,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,07:58:30,6W7,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,08:02:40,5U1,Aggression,4K7,IgnoreRefusal,3U3,,FUN,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,08:09:12,0I9,Submission,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,08:16:00,3M8,Submission,5B0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,08:17:41,8K9,Submission,5B0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,08:32:26,8M1,Erection,,NA,,,,,R,Erection,NA,NoEjac,,0,1,NA,0
SE,28/05/2019,08:49:13,2N2,Submission,3M8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,09:01:36,4K7,Aggression,9M5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,09:17:54,1B1,Submission,33T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,09:47:11,0H8,Aggression,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,10:13:04,8K1,Aggression,8V7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,10:15:36,8V7,Submission,3U1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,10:16:09,3M2,Aggression,0P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,10:20:12,6W3,Mount,9V0,NA,,,,,CoAgg,NoErection,NoIntro,NoEjac,6W3 chased away by 6W0,3,20,2,0
SE,28/05/2019,10:52:55,,No Value,,NA,,,,,NA,NA,NA,NA,77I attacked by a couple of guys but no idea by whom. ,NA,NA,NA,0
SE,28/05/2019,11:01:47,0J4,Mount,4K7,NA,,,,,Agg,Erection,NoIntro,NoEjac,4K7 flinched as 0J4 came to him and presented behind,0,10,1,0
SE,28/05/2019,11:03:27,4K7,Submission,0J4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,28/05/2019,12:39:15,8V3,Mount,FUN,Grm,,,,,UN,Erection,UN,NoEjac,Too far see more of the mount. Still had erection when I arrived,2,4,2,0
SE,29/05/2019,07:40:20,5T9,Mount,JVMUN,NA,,,,,UN,Erection,NoIntro,NoEjac,Outside the main building on Big Cayo,UN,UN,5,0
SE,29/05/2019,07:44:25,5W6,Submission,8N5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,07:56:40,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,10,18,3,0
SE,29/05/2019,07:59:06,8J3,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,07:59:23,,No Value,,NA,,,,,NA,NA,NA,NA,8J3 carry infant again,NA,NA,NA,0
SE,29/05/2019,08:04:01,6EE6,Aggression,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:05:58,,No Value,,NA,,,,,NA,NA,NA,NA,6EE6 really trying to get bummed by 0H8 after his agg. But no erection visible. ,NA,NA,NA,0
SE,29/05/2019,08:08:43,0J4,Aggression,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:08:52,0C7,Aggression,9EE3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:15:05,7G1,Aggression,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:17:24,12O,Mount,7C4,NA,,,,,Agg,UN,UN,NoEjac,Too far to see erection/penetration. ,15+,20,5,0
SE,29/05/2019,08:20:10,8V9,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:23:42,4U9,Mount,FUN,NA,,,,,UN,Erection,UN,UN,Dismounting as I turned around,15+,20,UN,0
SE,29/05/2019,08:28:36,3M8,Aggression,3P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:29:00,3P3,Submission,0P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:35:47,5W6,Aggression,7V9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:36:11,5W6,Aggression,7S9,NA,7V9,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:36:48,5W6,Mount,7V9,NA,,,,,CoAgg,UN,UN,NoEjac,At 7S9. Was confirming ID of 7V9 and couldn't see if erection or not on 5W6. ,4,15,4,0
SE,29/05/2019,08:38:05,5W6,Aggression,3M8,NA,7V9,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,08:42:23,8V7,Submission,8K1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,09:02:49,5U6,Mount,3U0,NA,,,,,UN,UN,UN,NoEjac,Dismounting as I turned around,4,11,6,0
SE,29/05/2019,09:06:23,5U6,Mount,3U0,NA,,,,,Aff,Erection,Intro,NoEjac,Dismounting as I turned around,3,9,7+,0
SE,29/05/2019,09:09:29,5U6,Mount,3U0,NA,,,,,Aff,UN,UN,NoEjac,Dismounting as I turned around,3,11,7+,0
SE,29/05/2019,09:50:56,3I9,Submission,77I,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,10:42:27,3P3,Submission,2N0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,10:57:04,5U6,Erection,,NA,,,,,F,Erection,NA,NoEjac,,2,20,NA,0
SE,29/05/2019,10:59:34,2N8,Aggression,8V5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,12:22:33,,No Value,,NA,,,,,NA,NA,NA,NA,0C7 eating ejac with a FUN,NA,NA,NA,0
SE,29/05/2019,13:05:45,2D0,Erection,8C3,NA,,,,,Grm,Erection,NA,NoEjac,,0,2,NA,0
SE,29/05/2019,13:16:55,81O,Aggression,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,29/05/2019,13:43:53,3I9,Submission,32Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,07:34:16,4K7,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,07:37:52,,No Value,,NA,,,,,NA,NA,NA,NA,8J3 caring for infant still,NA,NA,NA,0
SE,31/05/2019,07:45:41,8R6,Mount,JVFUN,NA,,,,,UN,UN,UN,NoEjac,"Was too far away, may be an infant",15+,20,1,0
SE,31/05/2019,07:54:13,5B0,Aggression,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,07:55:39,5B0,Aggression,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,07:59:06,4K7,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:02:35,4U0,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:06:46,9K9,Submission,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:15:55,19T,Aggression,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:21:05,4K7,Aggression,9K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:24:33,5U1,Aggression,77I,NA,FUN,,FUN,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:25:59,7M8,Submission,4U9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:29:05,8N5,Mount,7S9,NA,,,,,UN,Erection,Intro,NoEjac,Was behind a tree so missed how it happened ,0,3,7+,0
SE,31/05/2019,08:30:07,8K9,Aggression,7S9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:37:19,2N2,Submission,4R8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,08:40:21,4R8,Erection,,NA,,,,,CoaggObs,Erection,NA,NoEjac,Solsex with 5W6?? Coagg and wanted to mount but 5W6 was not coming to the large branch he was on,NA,2,NA,0
SE,31/05/2019,08:55:31,6W7,Submission,3U7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,09:10:59,5B0,Erection,,NA,,,,,R,Erection,NA,NoEjac,,6,13,NA,0
SE,31/05/2019,09:21:08,,No Value,,NA,,,,,NA,NA,NA,NA,1B1 grabs 6R3 hips but no visible erection,NA,NA,NA,0
SE,31/05/2019,10:00:05,2N8,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,10:03:15,0J4,Aggression,6W7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,10:04:08,8M1,Submission,7M8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,10:09:08,8K1,Submission,4G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,10:13:23,3M2,Submission,4K7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,10:22:13,81O,Erection,,NA,,,,,R,Erection,NA,NoEjac,,3,8,NA,0
SE,31/05/2019,10:29:37,0G8,Mount,1EE5,Grm,,,,,CoaggObs,2Erection,Intro,NoEjac,Mix of grooming and coaggobs ,1,3,3,0
SE,31/05/2019,10:36:39,,No Value,,NA,,,,,NA,NA,NA,NA,1EE5 grabs hips of 0G8 as coaggobs,NA,NA,NA,0
SE,31/05/2019,12:28:20,8C3,No Value,1EE5,NA,4K7,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,12:39:18,3U6,Mount,8V7,NA,,,,,UN,UN,UN,NoEjac,,0,1,3,0
SE,31/05/2019,12:42:43,5U6,Erection,,NA,,,,,R,Erection,NA,NoEjac,,4,8,NA,0
SE,31/05/2019,12:43:11,2K6,Aggression,5U6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,13:28:12,61R,Aggression,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,13:30:54,96B,Submission,6B8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,31/05/2019,13:44:51,,No Value,,NA,,,,,NA,NA,NA,NA,8V3 pulling at AI1's erect penis,NA,NA,NA,0
JC,16/05/2019,07:38:22,3P5,Aggression,4O5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,16/05/2019,07:39:27,3L7,No Value,,NA,,,,,NA,NA,NA,NA,Still with infant mother not seen,NA,NA,NA,0
